TokenID,coconut,citrus,fish,tobacco,cotton,pig,wood,sugarcane,grain,meat,coconut liquor,crate-packed citrus,crate-packed coconuts,barrel-packed fish,barrel-packed meat,bags,bag-packed tobacco,bag-packed grain,bag-packed cotton,bag-packed sugarcane,clay,bricks,planks,crates,barrels,wild game,stone
424,2,2,3,0.7,1.4,0.2333,0.1333,0,0,0,1,5.5,5.5,1.8333,1.8333,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,0,0
425,2.75,2.75,1.5,0.6,0.8,0.1333,1.075,0,0,1.075,1.25,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0.55,0.3056,0.0938,0,0
426,2,2,1.5,0.6667,1.2,0.2,0.1667,0,0,0,1,5,5,1.6667,1.6667,0.2,2,2,2,2,0,2,0,0,0,0.6,0
427,4.5,4.5,4,1.2,1.6,0.2,0.1667,0,0,0,1.8333,7.5,7.5,2.5,2.5,0.45,1.5,1.5,1.5,1.5,0.1625,6.5,0,0,0,0,0
428,5,5,5,0.6667,1.2,0.2,0.1,0,0,0,1.3333,5,5,1.6667,1.6667,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
429,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
430,3.75,3.75,3.5,1.2333,1.8,0.2333,0.2167,0,0,0,2.25,7.25,7.25,2.4167,2.4167,0.375,2.0833,2.0833,2.0833,2.0833,0.1938,5.75,0,0,0,0,0
431,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
432,0.5,0.5,1.5,0.5333,0.4,0.0667,0.1667,0,0,0,1.5,1.5,1.5,0.5,0.5,0.05,1.5,1.5,1.5,1.5,0,0.5,0,0,0,1.2,0
433,4.25,4.25,2.5,0.6667,1.2,0.2,0.2167,0,0,0,1.4167,7.25,7.25,2.4167,2.4167,0.425,1.75,1.75,1.75,1.75,0,4.25,0,0,0,0,0
434,2.25,2.25,3,0.5667,0.6,0.1,1.125,0,0,1.125,1.0833,2.75,2.75,0.9167,0.9167,0.125,1.9167,1.9167,1.9167,1.9167,0,1.25,0.55,0.1389,0.0813,0,0
435,4.25,4.25,3,0.6667,1.2,0.2,0.25,0,0,0,2.0833,7.25,7.25,2.4167,2.4167,0.425,2.0833,2.0833,2.0833,2.0833,0,4.25,0,0,0,1.65,0
436,2.5,2.5,2.5,0.8,1.3,0.2,0.1667,0,0,0,1.5,5.5,5.5,1.8333,1.8333,0.25,1.8333,1.8333,1.8333,1.8333,0.1125,2.5,0,0,0,0,0.2625
437,0.25,0.25,3,0.6333,1,0.1667,0.15,0,0,0,1.75,2.75,2.75,0.9167,0.9167,0.025,1.9167,1.9167,1.9167,1.9167,0,0.25,0,0,0,0,0
438,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
439,4.25,4.25,3,0.6,0.8,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
440,2.75,2.75,1,0.6667,0.8,0.1333,0.15,0.0667,0.1,0.675,2.25,4.75,4.75,1.5833,1.5833,0.275,7.5,1.25,2.5,1.25,0.0688,2.75,0,0,0,0,0
441,2,2,4,1.3333,2,0.3333,0.1,1.3333,2,0.6,1.6667,7,7,2.3333,2.3333,0.2,12,2,4,2,0.05,2,0,0,0,0,0
442,2.25,2.25,1.5,0.7333,1.2,0.2,0.1833,0.1,0.15,0.625,1.0833,5.25,5.25,1.75,1.75,0.225,12.5,2.0833,4.1667,2.0833,0.1062,2.25,0,0,0,0,0
443,3,3,2.5,0.8,1.2,0.2,0.1333,0.2,0.3,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
444,2.75,2.75,3,1.2333,1.4,0.2333,0.1833,0.8,1.2,0,1.9167,6.25,6.25,2.0833,2.0833,0.275,2.0833,2.0833,2.0833,2.0833,0,2.75,0,0,0,0,0
445,3,3,2.5,0.9333,1.05,0.2,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,2.6667,1.3333,1.3333,0.275,4,0,0,0,0.9,0
446,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
447,0.25,0.25,1.5,0.5333,0.4,0.0667,0.15,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,1.4167,1.4167,1.4167,0,0.25,0,0,0,0,0
448,5,5,3.5,0.6,0.8,0.1333,0.1667,0,0,0,2.3333,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0.8,0
449,0.75,0.75,1.5,0.6,0.4,0.0667,0.1833,0.0333,0.05,0.575,1.25,1.75,1.75,0.5833,0.5833,0.075,9.5,1.5833,3.1667,1.5833,0.1187,0.75,0,0,0,0,0
450,2.25,2.25,1.5,0.7333,1.2,0.2,0.1833,0.1,0.15,0.625,1.0833,5.25,5.25,1.75,1.75,0.225,12.5,2.0833,4.1667,2.0833,0.1062,2.25,0,0,0,0,0
451,4.25,4.25,3.5,1,1.45,0.2667,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,4.1667,2.0833,2.0833,0.3312,4.25,0,0,0,0,0
452,3,3,2.5,0.8667,1.3,0.4667,0.1667,0.1667,0.25,0.6,1,5,5,1.6667,1.6667,0.2,12,4,4,4,0.125,2,0,0,0,0,0
453,0,0,1.5,0.5333,0.4,0.0667,0.1333,0,0,0,1.3333,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
454,3.25,3.25,2,0.7333,0.9,0.4,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,2.1667,1.0833,2.1667,0,2.25,0,0,0,0,0
455,4,4,4,0.7,1.4,0.2333,0.1667,0,0,0,2.3333,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0,3,0,0,0,0,0
456,4,4,2.5,0.6667,1.2,0.2,0.2,0,0,0,1.3333,7,7,2.3333,2.3333,0.4,1.6667,1.6667,1.6667,1.6667,0,4,0,0,0,0,0
457,3.5,3.5,2.5,0.7333,0.8,0.1333,0.1667,0.1333,0.2,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
458,2.25,2.25,3,0.7667,1.8,0.3,0.1833,0,0,0,1.4167,6.75,6.75,2.25,2.25,0.225,2.5833,2.5833,2.5833,2.5833,0,2.25,0,0,0,0,0
459,0.75,0.75,1.5,1.0667,0.4,0.0667,0.1833,0.2667,0.4,0.575,0.9167,1.75,1.75,0.5833,0.5833,0.075,9.5,1.5833,3.1667,1.5833,0.1187,0.75,0,0,0,0,0
460,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0.75,0
461,2.75,2.75,2,1.1667,1.4,0.1667,0.1833,0,0,0,1.5833,5.25,5.25,1.75,1.75,0.275,1.75,1.75,1.75,1.75,0.1938,4.75,0,0,0,0,0
462,4,4,1.5,0.6,0.8,0.1333,0.2333,0,0,0,2.6667,6,6,2,2,0.4,1.6667,1.6667,1.6667,1.6667,0,4,0,0,0,0,0
463,1.5,1.5,1.5,0.5333,0.4,0.0667,0.2333,0,0,0,1.8333,2.5,2.5,0.8333,0.8333,0.15,1.8333,1.8333,1.8333,1.8333,0,1.5,0,0,0,0,0
464,0.25,0.25,3,0.6333,1,0.1667,0.15,0,0,0,1.0833,2.75,2.75,0.9167,0.9167,0.025,1.9167,1.9167,1.9167,1.9167,0,0.25,0,0,0,0,0
465,4.75,4.75,7.5,0.8667,2.4,0.4,0.875,0,0,0.875,2.5833,8.75,8.75,2.9167,2.9167,0.275,2.9167,2.9167,2.9167,2.9167,0,2.75,0.55,0.3056,0.1938,0,0
466,5,5,8,0.8667,2.4,0.4,0.1333,0,0,0,2.6667,9,9,3,3,0.3,2.6667,2.6667,2.6667,2.6667,0,3,0,0,0,1.7,0
467,3.25,3.25,2.5,0.6667,1.2,0.2,0.1833,0,0,0,1.4167,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
468,3,3,2.5,0.8333,1.5,0.2333,0.2,0,0,0,1.3333,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0.1,3,0,0,0,0,0.25
469,4.25,4.25,4,1.2667,1.6,0.2667,0.425,1.0667,1.6,0,1.4167,7.25,7.25,2.4167,2.4167,0.325,2.0833,2.0833,2.0833,2.0833,0,3.25,0,0,0,0,0
470,1.25,1.25,2.5,0.5333,0.4,0.0667,0.15,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,1.4167,1.4167,1.4167,0,0.25,0,0,0,0,0
471,2.25,2.25,3,1.0667,1.85,0.3333,0.15,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.225,1.75,3.5,1.75,1.75,0.2313,4.25,0,0,0,0,0
472,3.75,3.75,4.5,0.7,1.4,0.2333,0.1167,0,0,0,1.9167,7.25,7.25,2.4167,2.4167,0.375,1.4167,1.4167,1.4167,1.4167,0,3.75,0,0,0,1.35,0
473,3.5,3.5,4,0.6667,1.2,0.2,0.1,0,0,0,2.5,5.5,5.5,1.8333,1.8333,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,1.5,0
474,7.25,7.25,7,1.2,1.6,0.2,0.15,0,0,0,1.75,7.25,7.25,2.4167,2.4167,0.425,1.4167,1.4167,1.4167,1.4167,0.2313,6.25,0,0,0,0,0
475,5,5,2.5,0.9333,1.05,0.2,0.2333,0,0,0,2.3333,6,6,2,2,0.4,1.6667,3.3333,1.6667,1.6667,0.3,6,0,0,0,0,0
476,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0.85,0
477,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
478,3,3,1,0.6,0.8,0.1333,0.1667,0,0,0,1.6667,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
479,6.75,6.75,6,0.8667,1.2,0.2,0.475,0.3,0.45,0,1.9167,7.75,7.75,2.5833,2.5833,0.475,1.5833,1.5833,1.5833,3.1667,0,4.75,0,0,0,0,0
480,2.25,2.25,2.5,0.7,1,0.1667,0.1167,0.0667,0.1,0.325,2.0833,4.75,4.75,1.5833,1.5833,0.225,1.25,1.25,1.25,1.25,0.0563,2.25,0,0,0,0,0
481,3.5,3.5,2.5,0.6333,1,0.1667,0.2,0,0,0,1.8333,6,6,2,2,0.35,1.6667,1.6667,1.6667,1.6667,0,3.5,0,0,0,2,0
482,3.25,3.25,3,0.8,0.8,0.1333,0.325,0.2,0.3,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,2.1667,0,2.25,0,0,0,0,0
483,3.75,3.75,4.5,0.7,1.4,0.2333,0.1167,0,0,0,2.9167,6.25,6.25,2.0833,2.0833,0.275,1.75,1.75,1.75,1.75,0,2.75,0,0,0,1.15,0
484,4,4,2.5,0.6,0.8,0.1333,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0.8,0
485,0.25,0.25,1.5,0.5333,0.4,0.0667,0.15,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,1.4167,1.4167,1.4167,0,0.25,0,0,0,0,0
486,2.5,2.5,3,0.8333,1.4,0.2333,0.1667,0.2,0.3,0,1.8333,6,6,2,2,0.25,2,2,2,2,0,2.5,0,0,0,0,0
487,2.75,2.75,1.5,0.9333,1.3,0.4667,0.2167,0.2667,0.4,0,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,4.5,2.25,4.5,0,2.75,0,0,0,0,0
488,2,2,1,1.1333,0.8,0.1333,0.1,0.5333,0.8,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
489,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,1.4,0
490,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
491,3.75,3.75,2.5,0.6667,1.2,0.2,0.1833,0,0,0,1.25,6.75,6.75,2.25,2.25,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
492,3.25,3.25,2.5,0.6667,1.2,0.2,0.2167,0,0,0,1.4167,6.25,6.25,2.0833,2.0833,0.325,1.75,1.75,1.75,1.75,0,3.25,0,0,0,0,0
493,3.25,3.25,2,0.6,0.8,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
494,4,4,4,0.7667,1.8,0.3,0.2,0,0,0,1.3333,8.5,8.5,2.8333,2.8333,0.4,2.1667,2.1667,2.1667,2.1667,0,4,0,0,0,0,0
495,3,3,6,1.3667,2.6,0.3667,0.1333,0,0,0,2,7.5,7.5,2.5,2.5,0.2,2.5,2.5,2.5,2.5,0.2,4,0,0,0,0,0
496,6.5,6.5,8.5,0.9667,1.8,0.3,0.35,0.4,0.6,0,1.5,8,8,2.6667,2.6667,0.35,1.6667,1.6667,1.6667,3.3333,0,3.5,0,0,0,0,0
497,2.25,2.25,2.5,0.7,1.4,0.2333,0.1167,0,0,0,1.75,5.75,5.75,1.9167,1.9167,0.225,1.5833,1.5833,1.5833,1.5833,0,2.25,0,0,0,0,0
498,2.75,2.75,1.5,0.6667,1.2,0.2,0.2167,0,0,0,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,2.25,2.25,2.25,0,2.75,0,0,0,0,0
499,5.75,5.75,5,0.6667,1.2,0.2,0.2167,0,0,0,1.5833,5.75,5.75,1.9167,1.9167,0.275,1.9167,1.9167,1.9167,1.9167,0,2.75,0,0,0,0,0
500,4,4,5.5,0.9,1.9,0.3,0.1333,0,0,0,1.3333,6.5,6.5,2.1667,2.1667,0.2,1.8333,1.8333,1.8333,1.8333,0.125,2,0,0,0,0,0.275
501,4.75,4.75,5,0.8667,1.2,0.2,0.375,0.3,0.45,0,1.5833,5.75,5.75,1.9167,1.9167,0.275,1.5833,1.5833,1.5833,3.1667,0,2.75,0,0.9167,0.475,0,0.1437
502,2,2,1.5,0.6667,1.2,0.2,0.1667,0,0,0,1,5,5,1.6667,1.6667,0.2,2,2,2,2,0,2,0,0,0,0,0
503,5.75,5.75,3.5,0.6,0.8,0.1333,0.2167,0,0,0,3.9167,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
504,3.75,3.75,2.5,0.8,1.2,0.2,0.2167,0.2,0.3,0,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,2.25,2.25,2.25,0,2.75,0,0,0,0.75,0
505,5.5,5.5,3,0.6,0.8,0.1333,0.2667,0,0,0,2.1667,6.5,6.5,2.1667,2.1667,0.45,1.8333,1.8333,1.8333,1.8333,0,4.5,0,0,0,0,0
506,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.75,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
507,3,3,3,1.2,1.6,0.2,0.1333,0,0,0,2,6,6,2,2,0.3,1.6667,1.6667,1.6667,1.6667,0.175,5,0,0,0,0,0
508,4,4,3,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
509,3.5,3.5,3,0.7667,1.1,0.1667,0.1667,0,0,0,2.1667,5,5,1.6667,1.6667,0.25,1.6667,1.6667,1.6667,1.6667,0.1375,2.5,0,0,0,0,0.2875
510,3,3,3,0.7667,1.1,0.1667,0.1333,0,0,0,1.3333,4.5,4.5,1.5,1.5,0.2,1.5,1.5,1.5,1.5,0.125,2,0,0,0,0,0.275
511,4.75,4.75,5,0.7333,1.6,0.2667,0.1833,0,0,0,2.25,6.75,6.75,2.25,2.25,0.275,1.9167,1.9167,1.9167,1.9167,0,2.75,0,0,0,1.35,0
512,3.5,3.5,4,0.7667,1.8,0.3,0.1667,0,0,0,1.5,8,8,2.6667,2.6667,0.35,2,2,2,2,0,3.5,0,0,0,0,0
513,2.5,2.5,2,0.6333,1,0.1667,0.1667,0,0,0,1.1667,5,5,1.6667,1.6667,0.25,1.6667,1.6667,1.6667,1.6667,0,2.5,0,0,0,0,0
514,2.5,2.5,3,1.2,1.6,0.2,0.1333,0,0,0,1.5,5.5,5.5,1.8333,1.8333,0.25,1.5,1.5,1.5,1.5,0.1625,4.5,0,0,0,0,0
515,0,0,1.5,0.6667,0.5,0.3333,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,2.6667,1.3333,2.6667,0,0,0,0,0,0,0
516,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.5,0
517,3.75,3.75,3.5,0.6333,1,0.1667,0.1167,0,0,0,2.25,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0,2.75,0,0,0,1.45,0
518,4.75,4.75,3.5,1,1.45,0.4667,0.1833,0,0,0,1.25,6.75,6.75,2.25,2.25,0.375,1.5833,4.75,1.5833,3.1667,0.2687,5.75,0,0,0,0,0
519,2.75,2.75,1.5,0.7333,0.8,0.1333,0.1833,0.1333,0.2,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
520,2.75,2.75,5,0.6333,1,0.1667,0.1833,0,0,0,1.25,3.25,3.25,1.0833,1.0833,0.075,2.0833,2.0833,2.0833,2.0833,0,0.75,0,0,0,0.55,0
521,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,1.25,0
522,4,4,4,0.8,1.2,0.2,0.1667,0.2,0.3,0,1.6667,6,6,2,2,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
523,0,0,1.5,0.5333,0.4,0.0667,0.2,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.6667,1.6667,1.6667,1.6667,0,0,0,0,0,0,0
524,0.75,0.75,1.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
525,2,2,2.5,0.8,1.2,0.2,0.1333,0.2,0.3,0,1,5,5,1.6667,1.6667,0.2,1.6667,1.6667,1.6667,1.6667,0,2,0,0,0,0,0
526,2.75,2.75,2.5,0.7,1.4,0.2333,0.15,0,0,0,1.9167,6.25,6.25,2.0833,2.0833,0.275,1.75,1.75,1.75,1.75,0,2.75,0,0,0,0,0
527,0,0,1.5,0.8667,0.65,0.1333,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,2.6667,1.3333,1.3333,0.275,2,0,0,0,0,0
528,3,3,2.5,0.6333,1,0.1667,0.1667,0,0,0,2.3333,5.5,5.5,1.8333,1.8333,0.3,1.5,1.5,1.5,1.5,0,3,0,1,0.7,0,0.1
529,2,2,1.5,0.6,0.8,0.1333,0.1333,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
530,2,2,3.5,0.7667,1.8,0.3,0.1,0,0,0,2,6.5,6.5,2.1667,2.1667,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,0,0
531,5.5,5.5,5.5,0.8,1.3,0.4667,0.1667,0,0,0,1.8333,5.5,5.5,1.8333,1.8333,0.25,1.8333,3.6667,1.8333,3.6667,0,2.5,0,0,0,0,0
532,5.25,5.25,4,0.7333,0.8,0.1333,0.15,0.1333,0.2,0,2.4167,6.25,6.25,2.0833,2.0833,0.425,1.0833,1.0833,1.0833,1.0833,0,4.25,0,0,0,0,0
533,2.25,2.25,1,0.6,0.8,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,1.05,0
534,4,4,4,0.7,1.4,0.2333,0.1667,0,0,0,2.3333,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0,3,0,0,0,0,0
535,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,3.4167,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
536,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,2,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
537,5,5,2.5,0.6,0.8,0.1333,0.2667,0,0,0,2,6,6,2,2,0.4,2,2,2,2,0,4,0,1.3333,0.6,0,0.175
538,4.75,4.75,3,0.6,0.8,0.1333,0.15,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,1.25,0,2.75,0,0,0,1.05,0
539,2,2,3,0.9,1.8,0.3,0.1667,0.2667,0.4,0,1.3333,6.5,6.5,2.1667,2.1667,0.2,2.5,2.5,2.5,2.5,0,2,0,0,0,0,0
540,4.75,4.75,3.5,0.6667,1.2,0.2,0.2167,0,0,0,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,2.25,2.25,2.25,0,2.75,0,0,0,0,0
541,2.5,2.5,3.5,0.7333,1.6,0.2667,0.85,0,0,0.85,1.8333,6.5,6.5,2.1667,2.1667,0.25,2.1667,2.1667,2.1667,2.1667,0,2.5,0.5,0.2778,0.1375,0,0
542,2.75,2.75,1,0.6,0.8,0.1333,0.2167,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,0,0
543,4,4,6,0.8333,2.2,0.3667,0.2,0,0,0,2.3333,8.5,8.5,2.8333,2.8333,0.3,2.8333,2.8333,2.8333,2.8333,0,3,0,0,0,0,0
544,3.75,3.75,5,1.2667,2,0.2667,0.1167,0,0,0,2.9167,6.75,6.75,2.25,2.25,0.275,1.9167,1.9167,1.9167,1.9167,0.1938,4.75,0,0,0,0,0
545,2.25,2.25,1.5,0.7333,0.8,0.1333,0.15,0.1333,0.2,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
546,3.25,3.25,1.5,0.9333,1.05,0.2,0.2167,0,0,0,1.4167,5.25,5.25,1.75,1.75,0.325,1.75,3.5,1.75,1.75,0.2813,5.25,0,0,0,0,0
547,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
548,3.5,3.5,2.5,0.8,1.2,0.2,0.2333,0.2,0.3,0,1.8333,6.5,6.5,2.1667,2.1667,0.35,2.1667,2.1667,2.1667,2.1667,0,3.5,0,0,0,0,0
549,6.25,6.25,9,1.0333,2.6,0.4333,0.15,0.4,0.6,0,1.4167,9.75,9.75,3.25,3.25,0.325,2.5833,2.5833,2.5833,2.5833,0,3.25,0,0,0,0,0
550,6,6,9,1.2667,3.05,0.5333,0.2,0,0,0,2,10,10,3.3333,3.3333,0.3,3,6,3,3,0.325,5,0,0,0,1.6,0
551,3.75,3.75,4,0.6667,1.2,0.2,0.15,0,0,0,1.5833,5.75,5.75,1.9167,1.9167,0.275,1.5833,1.5833,1.5833,1.5833,0,2.75,0,0,0,1.25,0
552,0.5,0.5,1.5,0.5333,0.4,0.0667,0.1667,0,0,0,0.8333,1.5,1.5,0.5,0.5,0.05,1.5,1.5,1.5,1.5,0,0.5,0,0,0,0,0
553,2.75,2.75,1.5,0.6667,1.2,0.2,1.175,0,0,1.175,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,2.25,2.25,2.25,0,2.75,0.65,0.3056,0.0938,0,0
554,4.75,4.75,5.5,0.9333,1.6,0.2667,0.175,0.4,0.6,0,1.9167,6.75,6.75,2.25,2.25,0.275,2.25,2.25,2.25,4.5,0,2.75,0,0,0,1.15,0
555,5.5,5.5,5,0.6,0.8,0.1333,0.1,0,0,0,1.8333,5.5,5.5,1.8333,1.8333,0.35,0.8333,0.8333,0.8333,0.8333,0,3.5,0,0,0,1.4,0
556,3.5,3.5,2.5,0.7333,1.2,0.2,0.1667,0.1,0.15,0.55,1.1667,6.5,6.5,2.1667,2.1667,0.35,9,1.5,3,1.5,0.0625,3.5,0,0,0,0,0
557,0,0,1.5,0.8667,0.65,0.1333,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,2.6667,1.3333,1.3333,0.275,2,0,0,0,0,0
558,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.4167,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
559,3.25,3.25,3.5,0.7,1.4,0.2333,1.125,0,0,1.125,1.75,6.75,6.75,2.25,2.25,0.325,1.9167,1.9167,1.9167,1.9167,0,3.25,0.55,0.3611,0.1313,0,0
560,2.25,2.25,2,0.6333,1,0.1667,0.15,0,0,0,1.4167,4.75,4.75,1.5833,1.5833,0.225,1.5833,1.5833,1.5833,1.5833,0,2.25,0,0,0,0,0
561,3.25,3.25,1.5,0.6,0.8,0.1333,0.2167,0,0,0,1.75,5.25,5.25,1.75,1.75,0.325,1.75,1.75,1.75,1.75,0,3.25,0,0,0,0,0
562,3,3,1.5,0.6667,1.2,0.2,0.2333,0,0,0,1.3333,6,6,2,2,0.3,2.3333,2.3333,2.3333,2.3333,0,3,0,0,0,0,0
563,2,2,2.5,0.8667,1.2,0.2,0.1,0.3,0.45,0,1.6667,5,5,1.6667,1.6667,0.2,1.6667,1.6667,1.6667,3.3333,0,2,0,0,0,0,0
564,2.25,2.25,3.5,0.5333,0.4,0.0667,0.15,0,0,0,1.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,1.4167,1.4167,1.4167,0,0.25,0,0,0,0,0
565,2,2,1.5,1.1333,0.8,0.1333,0.1333,0.5333,0.8,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,0,0
566,3,3,4,0.7667,1.8,0.3,0.1333,0,0,0,1.3333,7.5,7.5,2.5,2.5,0.3,1.8333,1.8333,1.8333,1.8333,0,3,0,0,0,1.4,0
567,0,0,3,0.7667,1.1,0.4333,0.1333,0,0,0,1,2.5,2.5,0.8333,0.8333,0,1.8333,3.6667,1.8333,3.6667,0,0,0,0,0,0,0
